# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# The World Bank EdStats Query holds around 2,500 internationally
# comparable education indicators for access, progression, completion,
# literacy, teachers, population, and expenditures. The indicators
# cover the education cycle from pre-primary to tertiary education.
# The query also holds learning outcome data from international
# learning assessments (PISA, TIMSS, etc.), equity data from
# household surveys, and projection data to 2050.
#
# Extracted range: 2010-2019, all available countries.
CountryName,CountryCode,Series,Code,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Afghanistan,AFG,"School age population, primary education, male (number)",SP.PRM.TOTL.MA.IN,2699825,2773132,2852728,2933374,3005637,3063406,3126585,3177253,3216084,3245894
Afghanistan,AFG,"School age population, secondary education, both sexes (number)",SP.SEC.TOTL.IN,4042452,4267958,4505729,4738057,4949773,5131530,5276104,5405071,5527970,5653049
Afghanistan,AFG,"School age population, secondary education, female (number)",SP.SEC.TOTL.FE.IN,1964728,2077519,2195414,2309733,2413699,2503017,2570831,2631412,2690480,2752240
Afghanistan,AFG,"School age population, secondary education, male (number)",SP.SEC.TOTL.MA.IN,2077724,2190439,2310315,2428324,2536074,2628513,2705273,2773659,2837490,2900809
Afghanistan,AFG,"School age population, primary education, both sexes (number)",SP.PRM.TOTL.IN,5275543,5419434,5572915,5728572,5870254,5987693,6113013,6215175,6293411,6352124
Afghanistan,AFG,Duration of compulsory education (years),SE.COM.DURS,9,9,9,9,9,9,9,9,9,9
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,543.303041863931,591.16234645088,641.872033785411,637.16504385598,613.856332882312,578.466352941708,547.228110150363,556.302138508508,520.896602719135,NA
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1637.37798708028,1626.76479325583,1806.7639297497,1874.76563448053,1897.52593759488,1886.69297689805,1896.99251956752,1934.63675411354,1955.00620775557,NA
Afghanistan,AFG,GDP at market prices (current US$),NY.GDP.MKTP.CD,15856574731.4411,17804280538.1102,20001615788.6719,20561054090.3995,20484873230.2111,19907111418.9938,19362642266.6484,20191764940.1602,19362969582.3643,NA
Afghanistan,AFG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1640,1620,1810,1880,1900,1900,1910,1940,1970,NA
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,510,530,630,660,630,600,570,550,550,NA
Afghanistan,AFG,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,2.16201,2.14557,1.53942,2.07295,2.18412,1.84589,1.83096,1.79364,NA,NA
Afghanistan,AFG,"Government expenditure on primary education, PPP$ (millions)",UIS.X.PPP.1.FSGOV,1033.17437,1051.20179,866.7144,1254.09445,1383.02509,1198.49895,1228.97156,1259.5005,NA,NA
Afghanistan,AFG,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,342.82052,382.00416,307.90948,426.22135,447.41349,367.46377,354.52316,362.16764,NA,NA
Afghanistan,AFG,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,0.9288,0.92174,0.66133,0.89054,0.93829,0.79299,0.92321,0.90325,NA,NA
Afghanistan,AFG,"Government expenditure on secondary education, PPP$ (millions)",UIS.X.PPP.2T3.FSGOV,443.85014,451.59468,372.3392,538.75705,594.14546,514.87333,619.6759,634.26455,NA,NA
Afghanistan,AFG,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,147.27517,164.1084,132.27745,183.10404,192.20815,157.86188,178.75878,182.3819,NA,NA
Afghanistan,AFG,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,0.31427,0.3111,0.33182,0.40614,0.45862,0.51942,NA,NA,NA,NA
Afghanistan,AFG,"Government expenditure on tertiary education, PPP$ (millions)",UIS.X.PPP.5T8.FSGOV,150.18239,152.42176,186.81881,245.70347,290.41,337.2507,NA,NA,NA,NA
Afghanistan,AFG,"Government expenditure on tertiary education, US$ (millions)",UIS.X.US.5T8.FSGOV,49.83245,55.3897,66.36936,83.50572,93.94866,103.40219,NA,NA,NA,NA
Afghanistan,AFG,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,118.6145,113.58244,119.8585,122.21875,124.20944,122.65498,121.52124,121.39005,124.22975,NA
Afghanistan,AFG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,100.07171,97.64164,103.49239,104.49843,105.91971,103.53452,102.48647,102.17579,103.99616,NA
Afghanistan,AFG,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,50.56725,51.75691,53.61805,53.57513,52.5829,51.66995,51.65594,53.6432,55.42521,NA
Afghanistan,AFG,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,33.30268,36.63596,38.10794,37.84849,37.33299,36.75185,37.30253,38.60254,39.9984,NA
Afghanistan,AFG,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,66.89291,66.09835,68.35678,68.53373,67.09694,65.8758,65.29603,67.91249,70.05276,NA
Afghanistan,AFG,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,NA,3.62226,NA,NA,8.23068,NA,NA,NA,9.68642,NA
Afghanistan,AFG,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE,NA,1.82724,NA,NA,3.48702,NA,NA,NA,4.90508,NA
Afghanistan,AFG,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA,NA,5.28638,NA,NA,12.63402,NA,NA,NA,14.2081,NA
Afghanistan,AFG,Human Capital Index (HCI) Score: Male (Scale 0-1),HD.HCI.OVRL.MA,NA,NA,NA,NA,NA,NA,NA,0.395,NA,NA
Afghanistan,AFG,Human Capital Index (HCI) Score: Female (Scale 0-1),HD.HCI.OVRL.FE,NA,NA,NA,NA,NA,NA,NA,0.363,NA,NA
Afghanistan,AFG,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,NA,NA,NA,NA,NA,NA,NA,350,NA,NA
Afghanistan,AFG,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,NA,NA,NA,NA,NA,NA,NA,358,NA,NA
Afghanistan,AFG,"Harmonized Test Scores, Total",HD.HCI.HLOS,NA,NA,NA,NA,NA,NA,NA,355,NA,NA
Afghanistan,AFG,Human Capital Index (HCI) Score: Total (Scale 0-1),HD.HCI.OVRL,NA,NA,NA,NA,NA,NA,NA,0.389,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,NA,NA,NA,NA,NA,NA,NA,6.73,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,NA,NA,NA,NA,NA,NA,NA,9.21,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,NA,NA,NA,NA,NA,NA,NA,8.58,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Probability of Survival to Age 5, Total",HD.HCI.MORT,NA,NA,NA,NA,NA,NA,NA,0.9321,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,NA,NA,NA,NA,NA,NA,NA,0.9282,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,NA,NA,NA,NA,NA,NA,NA,0.9363,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,NA,NA,NA,NA,NA,NA,NA,0.8018,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,NA,NA,NA,NA,NA,NA,NA,0.7597,NA,NA
Afghanistan,AFG,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,NA,NA,NA,NA,NA,NA,NA,0.7797,NA,NA
Afghanistan,AFG,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,9.90851,10.29899,7.45584,9.41579,9.83779,8.68084,10.34081,10.25174,NA,NA
Afghanistan,AFG,"Initial government funding per primary student, PPP$",UIS.XUNIT.PPP.1.FSGOV.FFNTR,162.23975,167.54033,134.70937,176.52407,186.67466,163.78071,196.16431,198.33392,NA,NA
Afghanistan,AFG,"Initial government funding per primary student, US$",UIS.XUNIT.US.1.FSGOV.FFNTR,53.83323,60.88375,47.85693,59.99415,60.38991,50.21571,56.5878,57.03065,NA,NA
Afghanistan,AFG,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,10.99348,10.59883,7.6467,9.53921,10.09635,8.71935,11.98575,11.3072,NA,NA
Afghanistan,AFG,"Initial government funding per secondary student, US$",UIS.XUNIT.US.23.FSGOV.FFNTR,59.72792,62.65629,49.08202,60.7805,61.97706,50.43849,65.58942,62.90218,NA,NA
Afghanistan,AFG,"Initial government funding per secondary student, PPP$",UIS.XUNIT.PPP.2T3.FSGOV.FFNTR,180.00486,172.41802,138.15778,178.8378,191.58079,164.50732,227.36887,218.75318,NA,NA
Afghanistan,AFG,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,NA,74.96866,NA,NA,42.24158,NA,NA,NA,NA,NA
Afghanistan,AFG,"Initial government funding per tertiary student, US$",UIS.XUNIT.US.5T8.FSGOV.FFNTR,NA,443.18651,NA,NA,259.30262,NA,NA,NA,NA,NA
Afghanistan,AFG,"Initial government funding per tertiary student, PPP$",UIS.XUNIT.PPP.5T8.FSGOV.FFNTR,NA,1219.56384,NA,NA,801.54496,NA,NA,NA,NA,NA
Afghanistan,AFG,Internet users (per 100 people),IT.NET.USER.P2,4,5,5.454545455,5.9,7,8.26,11.2,13.5,NA,NA
Afghanistan,AFG,Labor force with advanced education (% of total labor force),SL.TLF.ADVN.ZS,NA,NA,NA,NA,NA,NA,NA,64.6766967773438,NA,NA
Afghanistan,AFG,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS,NA,NA,NA,NA,NA,NA,NA,70.1089019775391,NA,NA
Afghanistan,AFG,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS,NA,NA,NA,NA,NA,NA,NA,48.6431007385254,NA,NA
Afghanistan,AFG,"Net enrolment rate, primary, male (%)",SE.PRM.NENR.MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,NA,NA,NA,46.1909,46.0584,45.43273,46.6585,48.44288,50.1407,NA
Afghanistan,AFG,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Net enrolment rate, secondary, male (%)",SE.SEC.NENR.MA,NA,NA,NA,58.91203,58.33682,57.33934,58.86204,61.08087,62.88953,NA
Afghanistan,AFG,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS,NA,1.67143,2.48133,NA,2.47765,3.26524,4.12325,4.79927,5.95128,NA
Afghanistan,AFG,Percentage of enrolment in secondary education in private institutions (%),SE.SEC.PRIV.ZS,NA,1.27354,1.94761,NA,1.9775,2.72148,3.42164,3.71622,4.45812,NA
Afghanistan,AFG,Percentage of enrolment in tertiary education in private institutions (%),SE.TER.PRIV.ZS,NA,NA,NA,NA,41.78314,NA,NA,NA,49.81625,NA
Afghanistan,AFG,Personal computers (per 100 people),IT.CMP.PCMP.P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE,7466038,7725230,7991677,8249848,8480713,8673744,8866079,9031180,9171240,9292896
Afghanistan,AFG,"Population of compulsory school age, female (number)",UIS.SAP.CE.F,3643239,3772018,3901954,4026629,4138542,4234076,4326845,4408137,4478470,4540097
Afghanistan,AFG,"Population of compulsory school age, male (number)",UIS.SAP.CE.M,3822799,3953212,4089723,4223219,4342171,4439668,4539234,4623043,4692770,4752799
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,14249753,14702051,15196503,15715313,16231996,16727437,17196083,17644266,18079105,18512000
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,14935754,15415362,15964873,16554276,17138798,17686166,18187045,18652134,19093281,19530000
Afghanistan,AFG,"Population, total",SP.POP.TOTL,29185507,30117413,31161376,32269589,33370794,34413603,35383128,36296400,37172386,38042000
Afghanistan,AFG,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,44.41709,43.51915,44.67743,45.71171,NA,43.38836,44.58162,47.98298,48.78979,NA
Afghanistan,AFG,Pupil-teacher ratio in tertiary education (headcount basis),UIS.PTRHC.56,NA,31.89532,NA,NA,23.89329,NA,NA,NA,21.52832,NA
Afghanistan,AFG,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,NA,NA,NA,NA,NA,31.9738,32.20814,33.2407,33.50124,NA
Albania,ALB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,3.5393,NA,3.43797,3.96209,3.61025,2.46866,NA
Albania,ALB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.80494,95.78378,98.40964,101.15748,106.12752,107.29018,107.53385,108.87005,109.11123,NA
Albania,ALB,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,86.81675,88.24009,90.952,93.70449,NA,NA,NA,NA,NA,NA
Albania,ALB,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,88.83624,92.98266,98.67213,89.53918,100.98472,98.86159,99.88155,101.9837,101.53786,NA
Albania,ALB,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,NA,NA,394.329333356314,NA,NA,413.157,NA,NA,437.221991161354,NA
Albania,ALB,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,NA,NA,394.673290831596,NA,NA,417.750029482799,NA,NA,439.727776830114,NA
Albania,ALB,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,NA,NA,394.007619040306,NA,NA,408.545458736189,NA,NA,434.817394239319,NA
Albania,ALB,PISA: Mean performance on the reading scale,LO.PISA.REA,NA,NA,393.964251939227,NA,NA,405.2588,NA,NA,405.429366278381,NA
Albania,ALB,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,NA,NA,401.48297910331,NA,NA,434.639625546737,NA,NA,424.622692893042,NA
Albania,ALB,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,NA,NA,386.931748386757,NA,NA,375.75919916958,NA,NA,387.011105420474,NA
Albania,ALB,PISA: Mean performance on the science scale,LO.PISA.SCI,NA,NA,397.373213559178,NA,NA,427.225,NA,NA,416.726257580122,NA
Albania,ALB,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,NA,NA,401.079696202298,NA,NA,439.442962901842,NA,NA,425.060885708796,NA
Albania,ALB,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,NA,NA,393.906422999276,NA,NA,414.957643727778,NA,NA,408.728198769916,NA
Albania,ALB,"Primary completion rate, female (%)",SE.PRM.CMPT.FE.ZS,88.61092,94.35333,99.58724,88.68979,103.73115,100.38872,102.29765,103.63323,104.65677,NA
Albania,ALB,"Primary completion rate, male (%)",SE.PRM.CMPT.MA.ZS,89.04287,91.74243,97.84899,90.29413,98.5814,97.53888,97.79039,100.56242,98.85868,NA
Albania,ALB,"School age population, primary education, female (number)",SP.PRM.TOTL.FE.IN,113978,106778,99160,92701,87262,82714,78884,75738,74260,74539
Albania,ALB,"School age population, primary education, male (number)",SP.PRM.TOTL.MA.IN,126454,120218,112570,106228,100735,95764,91232,87589,85433,84892
Albania,ALB,"School age population, secondary education, both sexes (number)",SP.SEC.TOTL.IN,403922,395507,378448,359837,341190,323528,307491,294311,281741,269304
Albania,ALB,"School age population, secondary education, female (number)",SP.SEC.TOTL.FE.IN,192494,188098,180796,172512,163837,155228,147012,139377,132306,125643
Albania,ALB,"School age population, secondary education, male (number)",SP.SEC.TOTL.MA.IN,211428,207409,197652,187325,177353,168300,160479,154934,149435,143661
Albania,ALB,"School age population, primary education, both sexes (number)",SP.PRM.TOTL.IN,240432,226996,211730,198929,187997,178478,170116,163327,159693,159431
Albania,ALB,Duration of compulsory education (years),SE.COM.DURS,8,8,9,9,9,9,9,9,9,NA
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4094.36211924475,4437.17806741261,4247.61427862374,4413.0817427964,4578.66672031333,3952.82945832578,4124.10890718622,4532.89016212124,5268.84850355919,NA
Albania,ALB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9628.02578340836,10207.7523472149,10526.2354457688,10571.0106501214,11259.2258938162,11662.0304810353,11868.1789681017,12930.1400345966,13364.1553966514,NA
Albania,ALB,GDP at market prices (current US$),NY.GDP.MKTP.CD,11926962834.9645,12890867535.5568,12319784701.3346,12776277648.9159,13228244336.3241,11386927679.0875,11861353752.0672,13025064966.5784,15102500898.238,NA
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9530,10210,10450,10750,11360,11800,12060,12960,13350,NA
Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4360,4410,4360,4540,4540,4390,4320,4290,4860,NA
Albania,ALB,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV,NA,NA,NA,NA,NA,1.95163,NA,2.07978,NA,NA
Albania,ALB,"Government expenditure on primary education, PPP$ (millions)",UIS.X.PPP.1.FSGOV,NA,NA,NA,NA,NA,655.64671,NA,772.7248,NA,NA
Albania,ALB,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,NA,NA,NA,NA,NA,222.23057,NA,270.8924,NA,NA
Albania,ALB,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV,NA,NA,NA,0.7019,NA,0.74197,1.00516,0.77846,NA,NA
Albania,ALB,"Government expenditure on secondary education, PPP$ (millions)",UIS.X.PPP.2T3.FSGOV,NA,NA,NA,214.8093,NA,249.26382,343.10104,289.23025,NA,NA
Albania,ALB,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,NA,NA,NA,89.67648,NA,84.48763,119.2252,101.3948,NA,NA
Albania,ALB,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV,NA,NA,NA,0.77613,NA,0.72734,0.7567,0.68053,NA,NA
Albania,ALB,"Government expenditure on tertiary education, PPP$ (millions)",UIS.X.PPP.5T8.FSGOV,NA,NA,NA,237.52864,NA,244.34747,258.29281,252.84704,NA,NA
Albania,ALB,"Government expenditure on tertiary education, US$ (millions)",UIS.X.US.5T8.FSGOV,NA,NA,NA,99.16112,NA,82.82124,89.75494,88.64002,NA,NA
Albania,ALB,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,93.20702,94.31533,96.85884,98.95978,102.35866,104.03387,103.84185,105.46986,105.15258,NA
Albania,ALB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,93.49047,95.00608,97.58513,99.98391,104.10804,105.54298,105.55386,107.0466,106.99342,NA
Albania,ALB,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.10389,89.79816,92.28983,96.25608,97.68487,97.38848,95.715,95.26589,95.43233,NA
Albania,ALB,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,88.35548,89.39914,91.11264,94.19866,94.78689,95.12266,94.23857,94.7129,95.70465,NA
Albania,ALB,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,87.87483,90.16002,93.36662,98.15081,100.36199,99.47831,97.06753,95.76336,95.19122,NA
Albania,ALB,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,44.54925,49.8787,59.25201,64.63443,65.78297,62.00762,58.38185,57.37526,54.96133,NA
Albania,ALB,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE,51.57109,58.23014,69.71962,76.31651,78.31959,73.53012,70.07677,69.81036,67.57861,NA
Albania,ALB,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA,38.04778,42.33717,49.90621,54.22968,54.55885,51.56088,47.56265,45.73384,43.04797,NA
Albania,ALB,Human Capital Index (HCI) Score: Male (Scale 0-1),HD.HCI.OVRL.MA,NA,NA,NA,NA,NA,NA,NA,0.606,NA,NA
Albania,ALB,Human Capital Index (HCI) Score: Female (Scale 0-1),HD.HCI.OVRL.FE,NA,NA,NA,NA,NA,NA,NA,0.637,NA,NA
Albania,ALB,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,NA,NA,NA,NA,NA,NA,NA,445,NA,NA
Albania,ALB,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,NA,NA,NA,NA,NA,NA,NA,414,NA,NA
Albania,ALB,"Harmonized Test Scores, Total",HD.HCI.HLOS,NA,NA,NA,NA,NA,NA,NA,429,NA,NA
Albania,ALB,Human Capital Index (HCI) Score: Total (Scale 0-1),HD.HCI.OVRL,NA,NA,NA,NA,NA,NA,NA,0.621,NA,NA
Albania,ALB,"Human Capital Index (HCI): Expected Years of School, Female",HD.HCI.EYRS.FE,NA,NA,NA,NA,NA,NA,NA,12.89,NA,NA
Albania,ALB,"Human Capital Index (HCI): Expected Years of School, Male",HD.HCI.EYRS.MA,NA,NA,NA,NA,NA,NA,NA,13.08,NA,NA
Albania,ALB,"Human Capital Index (HCI): Expected Years of School, Total",HD.HCI.EYRS,NA,NA,NA,NA,NA,NA,NA,12.99,NA,NA
Albania,ALB,"Human Capital Index (HCI): Probability of Survival to Age 5, Total",HD.HCI.MORT,NA,NA,NA,NA,NA,NA,NA,0.9912,NA,NA
Albania,ALB,"Human Capital Index (HCI): Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,NA,NA,NA,NA,NA,NA,NA,0.9905,NA,NA
Albania,ALB,"Human Capital Index (HCI): Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,NA,NA,NA,NA,NA,NA,NA,0.9919,NA,NA
Albania,ALB,"Human Capital Index (HCI): Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,NA,NA,NA,NA,NA,NA,NA,0.9503,NA,NA
Albania,ALB,"Human Capital Index (HCI): Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,NA,NA,NA,NA,NA,NA,NA,0.9227,NA,NA
Albania,ALB,"Human Capital Index (HCI): Survival Rate from Age 15-60, Total",HD.HCI.AMRT,NA,NA,NA,NA,NA,NA,NA,0.9365,NA,NA
Albania,ALB,Initial government funding per primary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.1.FSGOV,NA,NA,NA,NA,NA,29.84568,NA,34.18148,NA,NA
Albania,ALB,"Initial government funding per primary student, PPP$",UIS.XUNIT.PPP.1.FSGOV.FFNTR,NA,NA,NA,NA,NA,3480.61386,NA,4419.71217,NA,NA
Albania,ALB,"Initial government funding per primary student, US$",UIS.XUNIT.US.1.FSGOV.FFNTR,NA,NA,NA,NA,NA,1179.74936,NA,1549.40857,NA,NA
Albania,ALB,Initial government funding per secondary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.23.FSGOV,NA,NA,NA,5.86682,NA,6.78368,9.82258,7.97805,NA,NA
Albania,ALB,"Initial government funding per secondary student, US$",UIS.XUNIT.US.23.FSGOV.FFNTR,NA,NA,NA,258.90745,NA,268.14746,405.09387,361.63608,NA,NA
Albania,ALB,"Initial government funding per secondary student, PPP$",UIS.XUNIT.PPP.2T3.FSGOV.FFNTR,NA,NA,NA,620.18189,NA,791.1153,1165.7613,1031.57256,NA,NA
Albania,ALB,Initial government funding per tertiary student as a percentage of GDP per capita,UIS.XUNIT.GDPCAP.5T8.FSGOV,NA,NA,NA,12.85083,NA,12.88117,14.64597,13.78559,NA,NA
Albania,ALB,"Initial government funding per tertiary student, US$",UIS.XUNIT.US.5T8.FSGOV.FFNTR,NA,NA,NA,567.11786,NA,509.17098,604.01583,624.88557,NA,NA
Albania,ALB,"Initial government funding per tertiary student, PPP$",UIS.XUNIT.PPP.5T8.FSGOV.FFNTR,NA,NA,NA,1358.46314,NA,1502.20686,1738.21014,1782.49585,NA,NA
Albania,ALB,Internet users (per 100 people),IT.NET.USER.P2,45,49,54.65595904,57.2,60.1,63.2529327,66.3634447,71.8470405,NA,NA
